user_id,prod_id,rating
A3V2EZ6MA32FF6,B007K3SB6K,5.0
AC1YLEFC9AN5X,B009EIUH6G,3.0
AVFJ327UXPXLF,B00HF3X5RU,3.0
A3OXHLG6DIBRW8,B001T9NUJE,4.0
A3CFU12GS5CZCN,B0062EUE54,5.0
A2BMZRO0H7TFCS,B001OC6DCW,5.0
AX7317G153T8W,B00HGLOQ24,5.0
A3Q6ZPW60CVF2L,B0065DUJ0C,4.0
A141OPVE376YFI,B002ZAVVHY,5.0
A3NEAETOSXDBOM,B003XFWSU4,2.0
A3O5ASFUXC32UA,B0000BZLBA,5.0
A31N0XY2UTB25C,B00168BSEW,5.0
A1CN1P7147QDJC,B009F1CWZ6,5.0
A1KKE6VX8VPWZK,B0002MQGOK,5.0
AT2J7H5TRZM8Z,B00005LB8P,4.0
A2NOIWPJDD7WIQ,B004T9RR6I,3.0
A225G2TFM76GYX,B00ESLEAFI,4.0
A2ZRG5NOFZ47RK,B002L60TTI,5.0
A3DQWFWINN3V5A,B00426C57O,5.0
A5KMMY627T3W,B00HNJWWGG,5.0
AZCE11PSTCH1L,B00139XOCI,5.0
A25TQLMIAPI1T6,B008KVUAGU,5.0
A3A4ZAIBQWKOZS,B003ES5ZSW,5.0
AC1YLEFC9AN5X,B005YR0X4W,3.0
AGILRZOT49R0V,B002S53LJ2,5.0
A3HR0ZZOFKQ97N,B00AO1L1RG,4.0
A7Z2J9V37ABCO,B004GF8TIK,3.0
A3SVYWA9O1KUQV,B0007Y79B2,4.0
A2X695AM08AIN1,B0075SUK14,4.0
A3JUHP1E3WUHEA,B0035WTVWI,4.0
A1EQ5D5JRSW23K,B006WVR9GY,3.0
AUITG1DJ3QUGK,B0065VKQ34,5.0
A1L1N3J6XNABO2,B000Q8UAWY,5.0
A2W9I628I6SE1U,B0014KOB6Y,4.0
A1VYFEJM12ZP11,B003YKG2YQ,5.0
A2LW5AL0KQ9P1M,B009O7Y8ZI,3.0
A2AFTRU43PY9P5,B005CLPP84,5.0
A2W2ODLRQ2L8LE,B003VAHYTG,5.0
A2QI2NTDTMK2FV,B001RNNXQM,4.0
A3IJ4Z18FTIIP,B00AXX0I88,3.0
A1M7HP5CHDXXOU,B004N6ZC8W,5.0
A3CKI6VEH0HBMJ,B007FPIQ3Q,4.0
A1NGFGBX2VCQS8,B006BGZJJ4,5.0
A2FZQF0MH29VYN,B003P92D9Y,4.0
A35OIWPVTGW3UC,B0041OSQB6,5.0
A1DTCJV6KOMJOA,B007KTQU5I,3.0
A2ZGDHLJ85T6AD,B005O88CY4,5.0
AX7317G153T8W,B004CLYEA0,5.0
AN81JUYW2SL24,B00004VUGJ,4.0
A1VLE2SH9J8WYS,B003ES5ZUU,5.0
A1VFX417XDNWIU,B00EXPNFQO,4.0
AGJRUK27RBVYS,B00FG38L16,3.0
A2QDOJFFLFGF18,B001TH7GVE,5.0
AY6A8KPYCE6B0,B00DQZO3JK,4.0
A225G2TFM76GYX,B001TH7GVE,5.0
A257X1MQJO82P2,B009NHAEXE,5.0
AO2EURP2Y4JZM,B00K91DB7Y,5.0
AQR4HPVSOPS08,B003L1ZYZ6,5.0
A26EQ8U96JA92T,B005MR6CLM,5.0
A3GQY0TFRG0MPZ,B001E0JH5E,5.0
A105S56ODHGJEK,B002OEBILK,5.0
A4D5B7Q8A7PA6,B000XQDTRW,5.0
A1E1LEVQ9VQNK,B002XVUTPK,5.0
A6VXZ1EEPRTLV,B003TXRTNG,4.0
A3A15L96IYUO6V,B008FQKKB0,3.0
AEWYUPCNDV7HY,B0000C3GWU,5.0
AZ515FFZ7I2P7,B001T9NX9Q,4.0
A1ODOGXEYECQQ8,B00DDK1QUC,4.0
A3PU3EDJ2FG1AW,B003VANO7C,5.0
AWPODHOB4GFWL,B00BA8596G,4.0
A27H0T39U3FZB5,B00475K64E,4.0
A35HUT8MQMT21L,B00004T8R2,4.0
A2XRMQA6PJ5ZJ8,B005DOK8NW,2.0
A1F7YU6O5RU432,B00BQ8R76K,5.0
A3AZI828WJN1CD,B00AQDG96K,4.0
A2LW5AL0KQ9P1M,B00HPM1FZ0,3.0
A1GYEGLX3P2Y7P,B00JNAA54O,5.0
AA95DWUI3ODU,B001FA1O1S,3.0
AFFVUZEGP1FDQ,B004OBUFYW,1.0
A1NMM0RDRF6R84,B000HZ9CCA,3.0
A23GFTVIETX7DS,B00FMTIUD8,4.0
A8CKH8XB33XGN,B002Q0W80C,4.0
AONUCJBC85BL,B006ZS5AQA,4.0
A3A4ZAIBQWKOZS,B0044UHMOO,2.0
A2HXE29CU1I24Y,B0020HR7DE,3.0
A2NB2E5DXE319Z,B000ONZTMW,4.0
AIJQU979J6UFY,B006A93M7I,5.0
A34BZM6S9L7QI4,B005FT3ANA,4.0
A1H6SBO7R007I8,B008PWUWLC,3.0
A39137LW12KK7B,B002VPE1Q6,5.0
A3LWC833HQIG7J,B0082D563I,3.0
A2KOV8XWZOZ0FQ,B00BCA41PW,5.0
AHNHLGKIZ2N3B,B00J0XR10A,3.0
APOGXH3A74CM3,B006BGZJJ4,5.0
A1A5KUIIIHFF4U,B0058BG0UK,1.0
AQIJ3ZEEVCIKU,B000N99BBC,5.0
A1ZU55TM45Y2R8,B007KEZMX4,4.0
A2ARDVMUGDFED6,B007WTAJTO,4.0
AONUCJBC85BL,B002BDU95A,4.0
A28I5UM0FT3I6T,B007JPVT8G,5.0
A3NOBH42C7UI5M,B002DEM9HI,4.0
A1JBEKU5TYIWE7,B001SLFN7U,5.0
AAA0TUKS5VBSA,B00G4E2IRE,5.0
ANW6EGY12V5XS,B002PAX9QU,5.0
ARX7Z3NI6O0F7,B0000X0VCY,5.0
A2NVQZ4Y7Y0J1R,B002UAUZQW,4.0
A1F7YU6O5RU432,B005I6EU48,5.0
A1RPTVW5VEOSI,B002M3SOBU,5.0
ASFW4ZMNZJKDA,B005CLPP84,5.0
AB094YABX21WQ,B0000A0VET,5.0
A14MZJTZAQS6CV,B005IMFX2K,5.0
AO09RWV40IX78,B00HPM1G8Q,5.0
AGVWTYW0ULXHT,B000JMJWV2,4.0
A1U5IJHJK84S54,B00426C56U,1.0
A3LWC833HQIG7J,B004Z57YJQ,5.0
A20OBCQWBKCGZT,B0079TOEQQ,5.0
A2NQMVTQ4PVLL,B000I23TTE,5.0
A2AF0NOCM71J0B,B000026D8E,5.0
A6VPK7X53QNAQ,B005LIDMYM,4.0
A18FLOC8YQY0P8,B0042F3K9W,4.0
A11EXFO14WEJM1,B000EPLP3C,4.0
A3CG93783LP0FO,B00JC5Y6WM,4.0
A1ZU55TM45Y2R8,B005HMKKH4,5.0
AMVXR3NPL0GWX,B002V88HFE,4.0
A9ELHLPXF7JKD,B002SZEOLG,5.0
A2D0CO1OA6DSWY,B00DVFLJDS,5.0
AM3XNQU9TZBD8,B00CAN88VI,5.0
AH3LF9RAD1O2V,B00354MVP0,5.0
A319Y83RT0MRVR,B00E5UHRIO,5.0
A2F2F7N94SR1KQ,B0041Q38NU,5.0
A1DO9LRCO23EOM,B001TOD7N8,5.0
ABSYIF0ONC2AF,B002V88HFE,1.0
A3J3ZHGDUDPCFL,B0026HMKFI,5.0
A6VPK7X53QNAQ,B00HNJWVO4,4.0
AB094YABX21WQ,B001TH7GUU,5.0
A1BXVZSQOJE6UE,B00IODWU6W,3.0
A2V0I904FH7ABY,B001GX6MJ8,4.0
A2ZY3S7SD3QO8Z,B00CRGJJHU,4.0
A1I96OYAUJ3HQE,B001UE6N6A,5.0
A1PS4OYWUB0VX,B008RJZQSW,5.0
A33YZNZIRA3H97,B001EAQTRI,5.0
A2BYV7S1QP2YIG,B00JWV1LP6,5.0
A33HIV8RXRDM88,B00A8FCX8E,5.0
AXR3CV6A4FMBG,B00IORDBPC,4.0
AYB4ELCS5AM8P,B000L47AHG,5.0
A1K4G5YJDJQI6Q,B0009GZSSO,1.0
ATS2855497V0I,B002P3KO8I,4.0
A2PB325LKXYDOL,B0000AZK4G,5.0
AYOTEJ617O60K,B0019EHU8G,5.0
A1TDR7Y90SVCHL,B0028N6YH0,5.0
A2HRHF83I3NDGT,B00834SJNA,5.0
A1IDAKX7OM3QIE,B005BZNE2U,3.0
A1PPS91NLI7KEH,B00DEN9WOK,4.0
A1MZL91Z44RN06,B001E1Y5O6,5.0
AIJQU979J6UFY,B004WIUDGM,4.0
A1EH2S92FHWZRP,B005FVNHBI,5.0
A2R1HUYHXV7H18,B000N99BBC,4.0
A26KXNN6H1IL0I,B002MAPRYU,5.0
A3BVN2QBNPBHCR,B00CO1HUGU,5.0
A3FEGTOLCWXSV4,B00JOI6FZ8,4.0
A2WLNSZ9U0T1S3,B001LK8P14,4.0
A1E1LEVQ9VQNK,B0092HP3EA,5.0
A2ZGDHLJ85T6AD,B004T9RR6I,4.0
A3N4VTNFPMTHEF,B00426C55G,4.0
A3EZFFPVS34AMO,B00009KH63,5.0
A1MZL91Z44RN06,B001EPVOQY,5.0
A3IOQ7NVVLAUEE,B000EY5F5C,5.0
A1E1LEVQ9VQNK,B00BWL33H8,4.0
A30X750M8V1XXW,B002MCZ2L6,3.0
A1D9V11QUHXENQ,B008O2HWTI,5.0
A1GBU479WXR7UG,B001D60LG8,5.0
A25UZ7MA72SMKM,B009NHWVIA,5.0
A33HIV8RXRDM88,B001NEK0P2,4.0
A1BJOHHLG0D965,B004I5BUSO,4.0
A20G074MWH9U7O,B001DQKHX0,3.0
A2RW587355CMVA,B003CFATT2,5.0
A3V5F050GVZ56Q,B00CBCUS1G,4.0
ARX0KOX5Q01BJ,B000Z9R2QQ,2.0
A30J7WQV0ZNRXG,B001TZWNF0,5.0
A3F9CMU8KNAY1M,B001VFUN82,5.0
AQB4DH57MSZSC,B00ARB5FLQ,4.0
A37D1ZP8GBHE38,B003M0NURK,5.0
A18FLOC8YQY0P8,B00BP5KOPA,5.0
A3IRA0BHI9NE9U,B000BQ7GW8,5.0
A1WJ3P43SZUNDM,B000067RT6,5.0
A1S27P7KJO9I96,B00EMB4LU8,3.0
A2NYK9KWFMJV4Y,B00FDLHNHO,5.0
A1P0JSFW184ZXJ,B004CLY5B8,5.0
A2J3VCGBNDLAKF,B007BJHETS,5.0
A4D5B7Q8A7PA6,B0045371FU,3.0
AEJAGHLC675A7,B003ZKG10K,5.0
A1JZFGZEZVWQPY,B009HQCARY,4.0
A1SC5OXLQNGPLN,B0054JJ0QW,3.0
A34UVV757IKPVB,B0042X93AY,3.0
A16J281SJ9QXIQ,B000O8I474,5.0
A3R1WFO4KIUQXZ,B0051FWA7U,2.0
A2I18AO597DSDI,B004UL34EY,3.0
A1PL7QILVQV3IF,B0015C30J0,4.0
A2VIYTWXANL343,B00793MIJC,5.0
A30X750M8V1XXW,B002RCNX8K,3.0
A2JOPUWVV0XQJ3,B00212NO6W,4.0
A1QVFHPY8418HC,B000V1MLBE,5.0
A2W2ODLRQ2L8LE,B0007N55NM,3.0
A2UEB48LAWFUCW,B00HNJWWL6,4.0
A3EXWV8FNSSFL6,B000VRBLMS,5.0
A12DQZKRKTNF5E,B0014J07R2,5.0
A100WO06OQR8BQ,B002R5AM7C,5.0
AQR4HPVSOPS08,B000068O34,5.0
A3U6J0DLLDEWM2,B0093GIME8,5.0
A2WC9NFLG57W4H,B00EXPNFQO,5.0
AT28RL25Q2OLK,B004C13VWC,4.0
A3A4ZAIBQWKOZS,B00CS4X8QE,5.0
A20DZX38KRBIT8,B002TLTGM6,1.0
A1GYEGLX3P2Y7P,B00CXADBRY,2.0
A2KIJBT9HRIOM8,B003XM1WE0,5.0
A24RCBRDXRXR0Y,B00634PLTW,5.0
AZBXKUH4AIW3X,B000VX6XL6,5.0
A1IG1I6MR3HAWA,B000V07N9U,5.0
A178M2AHNWQZB0,B004JOQSEA,5.0
A18HE80910BTZI,B005FYNSPK,5.0
ALQ4USPEQ9L5N,B00DQZSEWM,4.0
AGXMC3ITWZASE,B002FB7IX4,4.0
A1WG97A0EFHYXN,B000RK89M4,5.0
A9Y5O2R4D6EH5,B00K91DB7Y,4.0
A34BZM6S9L7QI4,B0097CZHAU,4.0
ALQ4USPEQ9L5N,B003H3NH5W,5.0
A2XXBZPQT5EXHV,B00834SJNA,5.0
A11LNPG39A2ZV4,B000LRMS66,5.0
A1ODOGXEYECQQ8,B0011NVMO8,4.0
A1W415JP5WEAJK,B005INACOS,4.0
A3QJU4FEN8PQSZ,B000YA4PPW,1.0
A7EU2BWLLCJY2,B004WK3U9W,5.0
A1Q5P5ML3176C0,B003B3P2BK,5.0
A35SNSDRNE9P8Q,B00B588HY2,4.0
AGVWTYW0ULXHT,B00ATZ9I9U,4.0
A2WB7LZ595CR50,B0021MGPYA,2.0
A3U41ZL33SS92P,B00B5Q79D4,5.0
A2I2KPNJDQ9SL0,B002JM5JSU,2.0
AR3EVUQF0AC7R,B00829TIA4,4.0
AOJA1LC8PN7K1,B000EPJL1A,5.0
A30ADSBTWCORYC,B009SGB3KI,5.0
ACJT8MUC0LRF0,B0064RY5PO,5.0
ACJT8MUC0LRF0,B00AV3XJOU,5.0
A5KMMY627T3W,B00B7XC6PQ,5.0
A1KKE6VX8VPWZK,B001TUYTZM,5.0
A33SX0AD5PYD9B,B001TH7T2U,5.0
AN9CP6J4JF91X,B002R9CQYK,5.0
A194Y47BF3CUTJ,B004AQ95A6,5.0
A20OBCQWBKCGZT,B00ATZ9I9U,4.0
A11I1I9QLMAM1A,B00F1CRTLK,5.0
A3SDJ70H00OQCJ,B008OEHV6U,3.0
AT28RL25Q2OLK,B00005LEOH,4.0
ALNE7Q71JFC0F,B000XB9GV0,5.0
ALDAF4VVLFRHP,B0011NVMO8,5.0
A3PCEB9ND82AGE,B0045JHJSS,5.0
A1AKW788238PWQ,B0000AI0N1,4.0
A31ICLWQ9CSHRS,B00006JN3G,5.0
A3U029B8Z5WGI2,B00ENY08VU,3.0
ABIVKBMSIPEDY,B004SKBIH2,4.0
A3J8A5L5AF5TX9,B006EKIQYM,4.0
A226VGZWOEBPGL,B003ARSO08,5.0
AM8W6Y3HVXLZT,B001SEQN3U,2.0
AMS2CPERWN7JV,B005EOWBKE,5.0
AX7317G153T8W,B001QFYCXO,4.0
A1E3OB6QMBKRYZ,B004UR16ES,4.0
A2WBVO6X3KPMDT,B00346I5LI,5.0
A27T4RQ3XA661C,B007V9SNNY,1.0
A3U41ZL33SS92P,B004L9LT2E,2.0
A2EHYCA29NSQLU,B00902SFC4,4.0
A1KXJCXS6HFRQZ,B002HWRJBM,5.0
A1R76R4E6A8S3B,B005EWB37S,5.0
A7KBAXO177NND,B002WE6D44,4.0
A3PD8JD9L4WEII,B00CI3BIWQ,5.0
A3TRY87JJCA5Y8,B003LPTAYI,4.0
A7KBAXO177NND,B007MYDWKW,5.0
A1TDR7Y90SVCHL,B0012MMW7E,5.0
A2G563AC1HME2R,B002RL875A,3.0
A3TR3KLL5PXSZ8,B002VPE1WK,5.0
A2JAEZ0FMAMJVW,B00EXPNFQO,4.0
A3PD8JD9L4WEII,B00C20KWP4,5.0
A20DZX38KRBIT8,B00BGA9WK2,1.0
AX05DBU8IRUWY,B00G56ZNZU,5.0
AFFVUZEGP1FDQ,B002PK13B8,3.0
A10O7THJ2O20AG,B002HZW7CK,5.0
A25WJCAP606YMP,B00DTPYQBM,5.0
A2BMZRO0H7TFCS,B0036Q7MV0,5.0
A2JOPUWVV0XQJ3,B008PQJWBE,5.0
A3J3ZHGDUDPCFL,B000TS7I6C,5.0
A38NHXL5257E3B,B003YH9EZ8,4.0
A2NJQF2UI60VGT,B007SM7O2U,3.0
A100UD67AHFODS,B004I5BUSO,5.0
A1T9MILRRZ00F8,B004INGZCM,4.0
A2SR7S6ZJJDGNB,B00AASPQLU,5.0
A23R3EOZ837242,B00007E7JU,5.0
AW6FQE5QRF2LM,B0013LQD7Y,5.0
A18HE80910BTZI,B00BPHH8MA,3.0
A2DXENZNO2JT4F,B0092MD8OW,4.0
A361U4SXK7FCQE,B004CLYEAK,5.0
A2Y1WNETD9AYHO,B002J46IYW,5.0
A2QRXQPHDMFCQV,B002LAS1DU,3.0
AXU3VKZE848IY,B000095SB6,4.0
A2XA8CW5DF4MNZ,B001NEK0P2,5.0
A1VHCO8RQFIGQJ,B00005T3G0,5.0
A9Y5O2R4D6EH5,B000N99BBC,4.0
A3OA4DV4L81N1D,B003K1EYM6,5.0
A2JAEZ0FMAMJVW,B00AEZIESG,3.0
A2LW5AL0KQ9P1M,B00829THVO,5.0
ACQYIC13JXAOI,B000ZD0CV4,4.0
A23NSKTMSPPBTR,B00CXADBRY,4.0
A3UKWQS8SRW6IO,B00ISIG690,5.0
A11KZ906QD08C5,B0006OCEFY,1.0
A1DQHS7MOVYYYA,B0042A8CW2,4.0
A3G007LQX6KGOD,B00HRQB28Y,5.0
A3NGOG8Z78AZSD,B0015A6YN6,4.0
A1IG1I6MR3HAWA,B00DCM0DUU,5.0
ANTGGAQYPSWHF,B004J3V7RO,4.0
A32O5FZH994CNY,B000EPHR0C,5.0
AYO1146CBIV5C,B00F93IOR4,5.0
A1T9MILRRZ00F8,B0094S35W4,5.0
A22I55P15NSAOX,B00HMREOLK,5.0
A21NS06GDEA3V0,B0049YQVHE,5.0
A35Q0RBM3YNQNF,B0079UAT0A,5.0
A1MRRMHGV3PN5W,B006K553LU,4.0
AFR9GYKAHM37U,B0038OMEQI,4.0
A3OA4DV4L81N1D,B000EW8074,5.0
A1ZCSSCAGBCD49,B004ZF0PXI,3.0
AKX9EQ37PAYMY,B0068MSGZA,5.0
A3D0UM4ZD2CMAW,B004G8QO8E,5.0
AI2AOCTC8BQVZ,B00932N46S,5.0
ALRCAGJOJ9583,B00BUJBHGG,5.0
ARX7Z3NI6O0F7,B00346I5LI,5.0
AQ55H30MZSV0Q,B000HPV3RW,3.0
A3V7D0LH8L7BG0,B005X9XVNQ,5.0
A3NEAETOSXDBOM,B000BI7NHY,5.0
A84FLVDK2R5JF,B004SBDQGM,4.0
A10Y058K7B96C6,B001TUYQT6,4.0
A4D5B7Q8A7PA6,B003O2RVF8,3.0
A3EP26M3QHINXT,B00004SABB,5.0
A3FOSLM5G1BO63,B007ULT41S,4.0
A1YN5I4FINMBTI,B001D7REIK,5.0
